"","X.U.FEFF.combinedID","comparedID","DailyDose.x","Timepoint.x","samplesize_treated","MeanofEffectvalue_treated","Meanofvaribility_treated","DailyDose.y","Timepoint.y","samplesize_control","MeanofEffectvalue_control","Meanofvaribility_control","Bibliography","Year","Species","Endpointname","Endpointunit","Drug","UnitofDose","UnitofVariability","t","SE","Effectsize","UL","LL","Effectpercent"
"83",75.1,"75.1.4",0,"9 months",4,738,194.9,0,"0",4,987,187.5,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALP","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,256.4528758,-249,378.517581,-876.517581,"74.77%"
"84",75.2,"75.2.1",300,"12 months",4,449,76,300,"0",4,816,104.3,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALP","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,106.6940603,-367,-105.9290394,-628.0709606,"55.02%"
"85",75.2,"75.2.2",300,"3 months",4,610,150,300,"0",4,816,104.3,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALP","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,190.9702136,-206,261.287279,-673.287279,"74.75%"
"86",75.2,"75.2.3",300,"6 months",4,521,102.9,300,"0",4,816,104.3,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALP","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,136.3900198,-295,38.73435582,-628.7343558,"63.85%"
"87",75.2,"75.2.4",300,"9 months",4,503,85.3,300,"0",4,816,104.3,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALP","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,116.7636823,-313,-27.28956204,-598.710438,"61.64%"
"88",75.3,"75.3.1",600,"12 months",4,433,33.5,600,"0",4,846,195.7,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALP","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,106.1037111,-413,-153.373572,-672.626428,"51.18%"
"89",75.3,"75.3.2",600,"3 months",4,643,87.7,600,"0",4,846,195.7,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALP","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,145.2981676,-203,152.5318082,-558.5318082,"76.00%"
"90",75.3,"75.3.3",600,"6 months",4,522,42.5,600,"0",4,846,195.7,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALP","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,110.8331967,-324,-52.80093739,-595.1990626,"61.70%"
"91",75.3,"75.3.4",600,"9 months",4,450,30.1,600,"0",4,846,195.7,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALP","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,104.5640354,-396,-140.1410226,-651.8589774,"53.19%"
"98",79.1,"79.1.1",0,"12 months",4,64,21.95,0,"0",4,55,12.55,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALT","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,27.60578517,9,76.5489229,-58.5489229,"116.36%"
"99",79.1,"79.1.2",0,"3 months",4,58,16.1,0,"0",4,55,12.55,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALT","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,20.69276746,3,53.63337792,-47.63337792,"105.45%"
"100",79.1,"79.1.3",0,"6 months",4,57.5,15,0,"0",4,55,12.55,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALT","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,19.41328476,2.5,50.00259654,-45.00259654,"104.55%"
"101",79.1,"79.1.4",0,"9 months",4,55,17.9,0,"0",4,55,12.55,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALT","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,22.80330294,0,55.79767221,-55.79767221,"100.00%"
"102",79.2,"79.2.1",300,"12 months",4,43,12.3,300,"0",4,37.5,8.2,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALT","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,15.61233487,5.5,43.70200721,-32.70200721,"114.67%"
"103",79.2,"79.2.2",300,"3 months",4,41.5,7.5,300,"0",4,37.5,8.2,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALT","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,10.0590755,4,28.61367106,-20.61367106,"110.67%"
"104",79.2,"79.2.3",300,"6 months",4,46,8.6,300,"0",4,37.5,8.2,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALT","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,11.30265456,8.5,36.15659938,-19.15659938,"122.67%"
"105",79.2,"79.2.4",300,"9 months",4,42.5,10.7,300,"0",4,37.5,8.2,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALT","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,13.73116892,5,38.59895997,-28.59895997,"113.33%"
"106",79.3,"79.3.1",600,"12 months",4,40.5,10,600,"0",4,45,13.2,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALT","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,13.91258423,-4.5,29.54286724,-38.54286724,"90.00%"
"107",79.3,"79.3.2",600,"3 months",4,40,11.45,600,"0",4,45,13.2,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALT","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,15.4988306,-5,32.92427228,-42.92427228,"88.89%"
"108",79.3,"79.3.3",600,"6 months",4,42.5,10.05,600,"0",4,45,13.2,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALT","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,13.96652247,-2.5,31.67484936,-36.67484936,"94.44%"
"109",79.3,"79.3.4",600,"9 months",4,41.5,10.05,600,"0",4,45,13.2,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALT","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,13.96652247,-3.5,30.67484936,-37.67484936,"92.22%"
"110",79.4,"79.4.1",1200,"12 months",4,46,9.2,1200,"0",4,52,11.55,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALT","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,12.66138322,-6,24.98128865,-36.98128865,"88.46%"
"111",79.4,"79.4.2",1200,"3 months",4,40,15.25,1200,"0",4,52,11.55,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALT","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,19.5497922,-12,35.83661822,-59.83661822,"76.92%"
"112",79.4,"79.4.3",1200,"52 weeks",4,47,18.8,1200,"0",4,52,11.55,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALT","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,23.73837874,-5,53.08572026,-63.08572026,"90.38%"
"113",79.4,"79.4.4",1200,"6 months",4,39,17.45,1200,"0",4,52,11.55,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALT","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,22.13830109,-13,41.17047129,-67.17047129,"75.00%"
"114",79.4,"79.4.5",1200,"9 months",4,39.5,14.15,1200,"0",4,52,11.55,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","ALT","U/L","Troglitazone/Rezulin","mg/kg","SD",2.446911851,18.26702973,-12.5,32.19781152,-57.19781152,"75.96%"
"116",80.1,"80.1.1",0,"12 months",4,0.65,0.185,0,"0",4,0.45,0.225,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","Bilirubin (total)","mg/dL","Troglitazone/Rezulin","mg/kg","SD",2.446911851,0.25296986,0.2,0.818994948,-0.418994948,"144.44%"
"117",80.1,"80.1.2",0,"3 months",4,0.4,0.23,0,"0",4,0.45,0.225,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","Bilirubin (total)","mg/dL","Troglitazone/Rezulin","mg/kg","SD",2.446911851,0.30332532,-0.05,0.692210321,-0.792210321,"88.89%"
"118",80.1,"80.1.3",0,"6 months",4,0.5,0.133333333,0,"0",4,0.45,0.225,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","Bilirubin (total)","mg/dL","Troglitazone/Rezulin","mg/kg","SD",2.446911851,0.198300067,0.05,0.535222785,-0.435222785,"111.11%"
"119",80.1,"80.1.4",0,"9 months",4,0.5,0.16,0,"0",4,0.45,0.225,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","Bilirubin (total)","mg/dL","Troglitazone/Rezulin","mg/kg","SD",2.446911851,0.225956301,0.05,0.602895151,-0.502895151,"111.11%"
"120",80.2,"80.2.1",300,"12 months",4,0.3,0.05,300,"0",4,0.35,0.14,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","Bilirubin (total)","mg/dL","Troglitazone/Rezulin","mg/kg","SD",2.446911851,0.093005376,-0.05,0.177575957,-0.277575957,"85.71%"
"121",80.2,"80.2.2",300,"3 months",4,0.1,0,300,"0",4,0.35,0.14,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","Bilirubin (total)","mg/dL","Troglitazone/Rezulin","mg/kg","SD",2.446911851,0.07,-0.25,-0.07871617,-0.42128383,"28.57%"
"122",80.2,"80.2.3",300,"6 months",4,0.3,0.15,300,"0",4,0.35,0.14,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","Bilirubin (total)","mg/dL","Troglitazone/Rezulin","mg/kg","SD",2.446911851,0.196596033,-0.05,0.431053162,-0.531053162,"85.71%"
"123",80.2,"80.2.4",300,"9 months",4,0.1,0.025,300,"0",4,0.35,0.14,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","Bilirubin (total)","mg/dL","Troglitazone/Rezulin","mg/kg","SD",2.446911851,0.076403534,-0.25,-0.063047287,-0.436952713,"28.57%"
"124",80.3,"80.3.1",600,"12 months",4,0.3,0.07,600,"0",4,0.3,0.075,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","Bilirubin (total)","mg/dL","Troglitazone/Rezulin","mg/kg","SD",2.446911851,0.093574836,0,0.228969376,-0.228969376,"100.00%"
"125",80.3,"80.3.2",600,"3 months",4,0.1,0,600,"0",4,0.3,0.075,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","Bilirubin (total)","mg/dL","Troglitazone/Rezulin","mg/kg","SD",2.446911851,0.0375,-0.2,-0.108240806,-0.291759194,"33.33%"
"126",80.3,"80.3.3",600,"6 months",4,0.25,0.145,600,"0",4,0.3,0.075,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","Bilirubin (total)","mg/dL","Troglitazone/Rezulin","mg/kg","SD",2.446911851,0.181504132,-0.05,0.394124612,-0.494124612,"83.33%"
"127",80.3,"80.3.4",600,"9 months",4,0.15,0.05,600,"0",4,0.3,0.075,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","Bilirubin (total)","mg/dL","Troglitazone/Rezulin","mg/kg","SD",2.446911851,0.071807033,-0.15,0.02570548,-0.32570548,"50.00%"
"128",80.4,"80.4.1",1200,"12 months",4,0.4,0.04,1200,"0",4,0.25,0.15,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","Bilirubin (total)","mg/dL","Troglitazone/Rezulin","mg/kg","SD",2.446911851,0.089582364,0.15,0.369200149,-0.069200149,"160.00%"
"129",80.4,"80.4.2",1200,"3 months",4,0.1,0,1200,"0",4,0.25,0.15,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","Bilirubin (total)","mg/dL","Troglitazone/Rezulin","mg/kg","SD",2.446911851,0.075,-0.15,0.033518389,-0.333518389,"40.00%"
"130",80.4,"80.4.3",1200,"6 months",4,0.25,0.115,1200,"0",4,0.25,0.15,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","Bilirubin (total)","mg/dL","Troglitazone/Rezulin","mg/kg","SD",2.446911851,0.159569734,0,0.390453073,-0.390453073,"100.00%"
"131",80.4,"80.4.4",1200,"9 months",4,0.15,0.04,1200,"0",4,0.25,0.15,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,"Non-human primate","Bilirubin (total)","mg/dL","Troglitazone/Rezulin","mg/kg","SD",2.446911851,0.089582364,-0.1,0.119200149,-0.319200149,"60.00%"
